#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237650762924818479,174.06506326701,-1.46190056771655,17.66965,17.51254,17.32617,17.35011,17.36935,1231,301,6,32,368317467216340992,QSO,1.063375,327,52294,539
1237650762927308942,179.770147873098,-1.60410484888188,19.48644,18.44937,18.39059,18.45729,18.47427,1231,301,6,70,372773789085231104,STAR,6.307304E-05,331,52368,367
1237650762927964357,181.252104821993,-1.55260014668323,19.37291,18.37099,18.21387,18.19953,18.21347,1231,301,6,80,372841958806153216,STAR,0.000126254,331,52368,615
1237650762924621866,173.559632255301,-1.47857943213494,18.24284,18.15827,18.06104,17.9475,17.99436,1231,301,6,29,368293827716343808,QSO,1.463029,327,52294,453
1237650762924556305,173.482501301523,-1.48716000512991,18.89399,18.68869,18.26657,18.21346,18.14151,1231,301,6,28,368294102594250752,QSO,1.247183,327,52294,454
1237650762927309107,179.804713696695,-1.60445495969586,19.22506,18.07038,17.68009,17.46756,17.38888,1231,301,6,70,372776262986393600,GALAXY,0.02156794,331,52368,376
1237650762924490861,173.293362478454,-1.48815842334897,19.07352,17.73726,17.0364,16.63553,16.32989,1231,301,6,27,368279534065182720,GALAXY,0.1047505,327,52294,401
1237650762924490854,173.286540393632,-1.6060275823381,18.87242,16.95665,16.10472,15.68979,15.35696,1231,301,6,27,368282282844252160,GALAXY,0.04819063,327,52294,411
1237650762924490851,173.286745674272,-1.53432920716794,18.39532,16.91397,16.212,15.79586,15.47902,1231,301,6,27,368283382355879936,GALAXY,0.1048209,327,52294,415
1237651273498820784,129.789896145816,54.83459413832,19.54739,18.93326,18.10444,17.73251,17.33912,1350,301,5,181,502268763178035200,QSO,0.2768816,446,51899,427
1237651273498820726,129.929547716334,54.878286424698,17.61339,16.19737,15.63779,15.41851,15.30488,1350,301,5,181,2607709591605110784,STAR,-0.0001813287,2316,53757,456
1237651273498820713,129.919127699532,54.8518607040916,18.2835,16.69295,16.06127,15.80986,15.69061,1350,301,5,181,2607706293070227456,STAR,-4.263786E-05,2316,53757,444
1237651273498755150,129.608018032146,54.8481315174065,17.9856,16.63711,16.06286,15.85674,15.76034,1350,301,5,180,2607710691116738560,STAR,0.0001297643,2316,53757,460
1237651273498755133,129.730138611822,54.7729185844563,17.26838,15.58493,14.9931,14.78824,14.68966,1350,301,5,180,2607708492093483008,STAR,-0.0002535239,2316,53757,452
1237651273498755124,129.641195285673,54.7711182827881,18.10579,16.86667,16.42038,16.26777,16.20113,1350,301,5,180,2607708217215576064,STAR,-0.0002524038,2316,53757,451
1237651273498689565,129.536357518397,54.5819928499869,19.0437,18.08888,17.73545,17.59474,17.52031,1350,301,5,179,8302442651170349056,STAR,-0.0002538713,7374,56751,206
1237651273498624153,129.273914115674,54.5495527151598,19.51557,19.2312,19.10584,19.22073,19.13536,1350,301,5,178,502271237079197696,QSO,0.8330677,446,51899,436
1237651273498624131,129.242833236633,54.5146562630569,18.21049,16.65382,15.85974,15.4561,15.15464,1350,301,5,178,502272336590825472,GALAXY,0.03118988,446,51899,440
1237651273498427428,128.892218049645,54.0866149300304,16.69122,15.12705,14.55184,14.34967,14.27601,1350,301,5,175,2607715913796970496,STAR,-0.0001729772,2316,53757,479
1237651273498427424,128.838057201756,54.1069387138258,18.09297,16.16586,15.39024,15.10441,14.97196,1350,301,5,175,2607701895023716352,STAR,-0.000286424,2316,53757,428
1237651273498427412,128.674491174406,54.166691953909,18.61135,17.34207,16.81685,16.59968,16.52818,1350,301,5,175,2607705193558599680,STAR,4.305415E-06,2316,53757,440
1237651273499607044,131.98454356164,56.1117425528806,18.53643,17.35455,17.17317,17.13098,17.1131,1350,301,5,193,3565858951411113984,STAR,-0.000193947,3167,54822,487
1237651273499672624,132.090698833399,56.3452041662185,18.55938,17.54977,17.1636,17.00867,16.93434,1350,301,5,194,5801771676153651200,STAR,0.0002511996,5153,56577,34
1237651273500000362,133.008656906049,56.785794212433,19.53082,18.11565,17.5019,17.27975,17.17359,1350,301,5,199,3565880941643669504,STAR,-0.0002934267,3167,54822,567
1237651273500065972,133.435389113763,56.9644411391158,19.22251,18.48032,18.36332,18.31166,18.09734,1350,301,5,200,5798575391690956800,QSO,2.674215,5150,56329,694
1237651273500131467,133.536060320681,56.9973485574381,18.41061,17.42979,16.978,16.83246,16.7239,1350,301,5,201,504527709834078208,GALAXY,0.02602813,448,51900,453
1237651273500196887,133.645530996738,57.1667074266342,15.50341,13.63689,12.80645,12.36699,12.03067,1350,301,5,202,504526335444543488,GALAXY,0.01686545,448,51900,448
1237651273500655784,134.95225560894,58.057872548448,18.46549,16.60615,15.75581,15.34029,15.01931,1350,301,5,209,543949325261105152,GALAXY,0.06894046,483,51924,508
1237651273500786867,135.443218221207,58.1411311211555,18.05545,17.12308,16.7527,16.44939,16.3226,1350,301,5,211,545023272958322688,GALAXY,0.117676,484,51907,319
1237651273500131444,133.328446650429,57.0701389022542,18.25414,17.15616,16.67841,16.43823,16.25987,1350,301,5,201,504527434956171264,GALAXY,0.02606164,448,51900,452
1237651273501769832,138.472500611332,59.7437160139106,19.16268,19.22864,19.14212,18.86905,18.87793,1350,301,5,226,546147798509185024,QSO,1.773352,485,51909,314
1237651273500131518,133.452618445116,57.1718246413986,17.71035,15.79772,14.92778,14.49287,14.14745,1350,301,5,201,504526060566636544,GALAXY,0.03903501,448,51900,447
1237651273500197071,133.590570779323,57.1551829130331,19.47031,18.18795,17.57285,17.19394,16.97974,1350,301,5,202,504524961055008768,GALAXY,0.08325422,448,51900,443
1237651273501311061,137.028129230945,59.0420666016753,19.07165,18.9397,18.96719,18.71717,18.77089,1350,301,5,219,9229268836229816320,QSO,1.790043,8197,57064,972
1237651273501376531,137.102829085915,59.0633880884155,18.16224,16.55984,15.83186,15.38762,15.03541,1350,301,5,220,545047462214133760,GALAXY,0.04686735,484,51907,407
1237651273500655680,134.931281265797,58.0284826609627,17.39347,16.41982,16.12349,15.9953,15.96368,1350,301,5,209,543952623795988480,STAR,0.0001898389,483,51924,520
1237651273500786781,135.532640757329,58.0918071564618,18.3012,17.36468,17.06807,16.96637,16.94052,1350,301,5,211,5798644111167692800,STAR,-0.0001345097,5150,56329,944
1237651273500786824,135.357126855395,58.1145700343335,19.30211,18.22999,17.74981,17.38985,17.24458,1350,301,5,211,543971590371567616,GALAXY,0.1006569,483,51924,589
1237651273501573231,137.714246963876,59.4294185092624,19.16733,17.97397,17.20787,16.76344,16.48542,1350,301,5,223,545059556842039296,GALAXY,0.173324,484,51907,451
1237651273501114498,136.355273654807,58.7135143224111,19.17599,17.40033,16.46319,16.02286,15.67396,1350,301,5,216,545042789289715712,GALAXY,0.1038275,484,51907,390
1237651273500983335,135.871153325602,58.5149486715419,17.64205,16.65395,16.37228,16.27537,16.2591,1350,301,5,214,545041689778087936,STAR,-0.0004458814,484,51907,386
1237651273499934746,132.776103042074,56.7591361818027,18.10243,16.8575,16.33491,16.11738,16.03064,1350,301,5,198,3565882316033204224,STAR,8.433426E-05,3167,54822,572
1237651273499934751,132.80659618533,56.7557850915666,17.44426,16.27761,15.81663,15.63399,15.55347,1350,301,5,198,3565881766277390336,STAR,0.0003196961,3167,54822,570
1237651273499934873,132.787339773832,56.8640725257477,19.25794,17.07114,16.14218,15.78475,15.58221,1350,301,5,198,3565870496283205632,STAR,-4.628975E-05,3167,54822,529
1237651273500000376,132.918148476684,56.8660682601441,19.46503,18.15859,17.60353,17.41085,17.32718,1350,301,5,199,3565880666765762560,STAR,-0.0001102533,3167,54822,566
1237651273500065804,133.099710719486,56.957130494422,18.93296,18.64273,18.45994,18.20797,18.21376,1350,301,5,200,504518638863149056,QSO,1.546808,448,51900,420
1237651273500065937,133.323008862,56.9047005223939,19.25602,18.07067,17.47821,17.07865,16.83977,1350,301,5,200,504529633979426816,GALAXY,0.08910522,448,51900,460
1237651273500065940,133.244671132015,56.9515909218388,19.5821,18.21845,17.49973,17.06987,16.74863,1350,301,5,200,504527160078264320,GALAXY,0.08781353,448,51900,451
1237651273500262580,133.787704112908,57.352605354775,18.05734,16.89653,16.5363,16.31722,16.16232,1350,301,5,203,504551624211982336,GALAXY,0.02620065,448,51900,540
1237651273500327989,134.008093416588,57.390952675551,17.57329,15.64905,14.77995,14.36182,14.03883,1350,301,5,204,504557946403842048,GALAXY,0.04062638,448,51900,563
1237651273500327998,134.123976532521,57.3673489876083,18.62868,17.46929,17.39697,17.39579,17.44899,1350,301,5,204,504562344450353152,STAR,-0.0001419726,448,51900,579
1237651273500852319,135.391111831324,58.2716489801718,18.80766,17.94875,17.60907,17.33152,17.21661,1350,301,5,212,543974339150637056,GALAXY,0.09789014,483,51924,599
1237651273500786815,135.321673582902,58.0973914631701,19.07046,17.7905,17.12263,16.73305,16.4718,1350,301,5,211,543971315493660672,GALAXY,0.08592179,483,51924,588
1237651273502163026,139.99886069995,60.3420580401481,18.1993,17.26706,16.9094,16.79418,16.76436,1350,301,5,232,6431369901701570560,STAR,0.000294981,5712,56602,835
1237651273500196958,133.724152359359,57.1682904361529,16.31709,15.02621,15.00665,15.0777,15.13653,1350,301,5,202,543924311371573248,STAR,-0.0002884222,483,51924,417
1237651273502163086,139.946662876334,60.3468994916969,19.57073,18.36494,17.65987,17.26455,17.05383,1350,301,5,232,546181883369646080,GALAXY,0.1547767,485,51909,438
1237651273500786892,135.38851763824,58.2192055609911,18.84957,16.76714,15.7221,15.24408,14.83942,1350,301,5,211,545018874911811584,GALAXY,0.1024211,484,51907,303
1237651273500983408,135.847223837863,58.501511460144,19.39614,17.08936,15.92871,15.40601,14.95673,1350,301,5,214,545031519295531008,GALAXY,0.0993087,484,51907,349
1237651273501638726,137.99774081834,59.5025156777031,17.89991,17.5807,16.78452,16.22199,15.96632,1350,301,5,224,545059007086225408,QSO,0.2291502,484,51907,449
1237651272958345306,122.314629131712,48.0693577454419,18.92527,18.69566,18.8646,18.74608,18.4876,1350,301,4,126,8307021566740242432,QSO,0.4166029,7378,56715,480
1237651272958411000,122.523982734763,48.1606943407502,18.14683,17.09184,16.67182,16.32711,16.15876,1350,301,4,127,495465534746290176,GALAXY,0.05600206,440,51885,253
1237651272958345500,122.24351413609,48.1564878082712,18.27275,16.97327,16.38895,16.01305,15.78589,1350,301,4,126,493298947066980352,GALAXY,0.05649216,438,51884,563
1237651272958345468,122.3584271651,48.0379519201883,19.41136,18.4477,17.9845,17.59371,17.45108,1350,301,4,126,493299221944887296,GALAXY,0.1235953,438,51884,564
1237651272958279801,122.165905667356,47.8837666340085,19.51745,18.13165,17.23215,16.76293,16.46156,1350,301,4,125,493303619991398400,GALAXY,0.1359069,438,51884,580
1237651272958279726,122.075782035477,47.9998257913869,19.53593,17.43677,16.31646,15.82444,15.44022,1350,301,4,125,493289051462330368,GALAXY,0.134415,438,51884,527
1237651272958279707,122.128461511796,47.9241738814946,17.75571,16.62895,16.20497,16.03588,15.96922,1350,301,4,125,493302245601863680,STAR,-0.000182333,438,51884,575
1237651272958214378,122.136998438376,47.7929918606009,18.24063,17.17635,16.758,16.47871,16.28309,1350,301,4,124,493303070235584512,GALAXY,0.04034948,438,51884,578
1237651272958214314,121.913120709509,47.8005579303795,18.41035,16.84291,16.08664,15.65099,15.30866,1350,301,4,124,493292624875120640,GALAXY,0.03992761,438,51884,540
1237651272958214290,122.061267648942,47.8790878221709,18.31027,17.86252,17.75591,17.43694,17.44671,1350,301,4,124,8307025964786753536,QSO,0.5451393,7378,56715,496
1237651272958542000,122.820660134989,48.4445787602901,17.37984,17.60848,18.06226,18.36021,18.72306,1350,301,4,129,4151425041882390528,STAR,-0.0001041695,3687,55269,844
1237651272958607432,122.90510548458,48.5260469281378,18.74014,18.2404,18.1381,18.17225,17.99808,1350,301,4,130,495465259868383232,QSO,0.7028122,440,51885,252
1237651272958607465,122.957693993856,48.5641378099054,17.66472,16.39312,15.94675,15.85121,15.78021,1350,301,4,130,495442170124199936,STAR,-0.0001585989,440,51885,168
1237651272958541856,122.547006058611,48.4648957167528,16.98704,15.74039,15.69106,15.73085,15.78317,1350,301,4,129,4147819742869037056,STAR,-0.0001548728,3684,55246,16
1237651272958607544,122.841440814292,48.502936802246,18.78093,17.48748,16.75158,16.33094,16.08002,1350,301,4,130,495466634257917952,GALAXY,0.1091307,440,51885,257
1237651272958541859,122.608078965325,48.4400131069157,18.59266,17.60255,17.19375,17.04646,16.96286,1350,301,4,129,8238232000785260544,STAR,-0.0004785,7317,56992,81
1237651272958672951,122.952127570696,48.6237745104841,17.24965,16.27987,15.99962,15.88296,15.85514,1350,301,4,131,8238224029325959168,STAR,-0.0005672348,7317,56992,52
1237651272958476588,122.572710828052,48.3802271946354,18.29556,17.1927,16.79865,16.51328,16.34068,1350,301,4,128,495464984990476288,GALAXY,0.04908971,440,51885,251
1237651272958476541,122.653945064937,48.2915771783078,18.69736,16.82241,15.92682,15.50779,15.16487,1350,301,4,128,495467458891638784,GALAXY,0.05463396,440,51885,260
1237651272958410798,122.46790834836,48.1298423648024,18.38571,17.48297,17.12634,16.95121,16.8849,1350,301,4,127,4151405250673090560,STAR,9.170486E-08,3687,55269,772
1237651272958410795,122.360475070256,48.1692796128404,19.1901,18.09994,17.62613,17.3415,17.24778,1350,301,4,127,493300596334422016,GALAXY,0.05631345,438,51884,569
1237651272958017804,121.639992284699,47.5506277756215,19.22429,18.00281,17.54419,17.39724,17.3439,1350,301,4,121,493283004148377600,STAR,0.0001477224,438,51884,505
1237651272957952423,121.67878515747,47.3121378557917,19.01533,17.63026,17.1012,16.85405,17.13279,1350,301,4,120,493286577561167872,GALAXY,0.02258399,438,51884,518
1237651272957952290,121.469556975629,47.3783387980163,18.73344,17.43195,16.77392,16.39652,16.13737,1350,301,4,120,493277781468145664,GALAXY,0.1088072,438,51884,486
1237651272957952060,121.449335504131,47.3382611308254,19.0456,18.52628,18.33679,18.26866,18.35965,1350,301,4,120,4151307943894032384,STAR,-0.0002060239,3687,55269,418
1237651272957886778,121.382356022672,47.2418642164722,18.97863,17.76417,17.11208,16.67562,16.43509,1350,301,4,119,493281354880935936,GALAXY,0.1090607,438,51884,499
1237651272957821225,121.320269751506,47.1594770265926,18.44876,16.80073,16.04434,15.66049,15.37016,1350,301,4,118,493280255369308160,GALAXY,0.05065002,438,51884,495
1237651272957821126,121.365483659839,47.0354408769668,18.51748,17.58978,17.1978,16.86396,16.76407,1350,301,4,118,493281629758842880,GALAXY,0.1232884,438,51884,500
1237651272957820975,121.304690694787,47.0571516250413,18.96011,17.45935,16.5614,16.10185,15.80039,1350,301,4,118,493279705613494272,GALAXY,0.1227647,438,51884,493
1237651272957820974,121.29288923152,47.0512839962171,16.72819,15.02183,14.18169,13.75896,13.43824,1350,301,4,118,4150263407830867968,GALAXY,0.02284212,3686,55268,714
1237651272957755566,121.228900965395,47.0140562148175,18.78807,17.8189,17.51042,17.36914,17.32156,1350,301,4,117,8308211788043755520,STAR,6.109418E-05,7379,56713,714
1237651272957690168,121.158187952887,46.8328191901131,19.14754,18.88563,18.74646,18.53919,18.58211,1350,301,4,116,493188446148388864,QSO,1.575602,438,51884,161
1237651272957624491,120.918881186316,46.7273772949846,18.60519,16.93192,16.15384,15.76816,15.48892,1350,301,4,115,493198891508852736,GALAXY,0.02898577,438,51884,199
1237651272957624390,120.988631904665,46.6288616451619,19.09959,18.14869,17.82699,17.72194,17.68353,1350,301,4,115,4144465132842360832,STAR,-0.0006601576,3681,55243,100
1237651272958607533,122.741809156159,48.538689754422,18.6875,16.83949,15.93721,15.50007,15.17485,1350,301,4,130,495462785967220736,GALAXY,0.0550171,440,51885,243
1237651272959131658,123.715355741392,49.5313484103404,18.48898,17.36386,16.96595,16.81989,16.76664,1350,301,4,138,495530405932328960,STAR,9.510622E-06,440,51885,489
1237651272958869655,123.291695611275,49.1332067743553,18.90832,18.75607,18.46242,18.51436,18.61343,1350,301,4,134,495526557641631744,QSO,1.0809,440,51885,475
1237651272958738637,123.050684229019,48.8572153583222,19.54191,19.32292,19.17895,18.98134,18.94505,1350,301,4,132,495441070612572160,QSO,1.601196,440,51885,164
1237651272958804144,123.311923602727,48.929497244825,18.02556,16.65788,16.1128,15.89591,15.77325,1350,301,4,133,495438871589316608,STAR,-0.0001017446,440,51885,156
1237651272959393881,124.34148374695,50.0840454605481,19.18017,18.17413,18.03147,17.98649,18.03639,1350,301,4,142,4152565235507503104,STAR,-7.837734E-05,3688,55273,896
1237651272959394094,124.374930810891,50.12780278925,19.04786,17.2512,16.36952,15.93592,15.64973,1350,301,4,142,497726405480572928,GALAXY,0.07228068,442,51882,286
1237651272959066322,123.738552091205,49.4586442551513,18.50283,16.55501,15.67,15.23721,14.87704,1350,301,4,137,495529856176515072,GALAXY,0.05368514,440,51885,487
1237651272959197450,123.942437520686,49.7455280601473,18.98894,17.53931,16.65826,16.22338,15.85466,1350,301,4,139,495541950804420608,GALAXY,0.1150056,440,51885,531
1237651272959000736,123.494372000283,49.330898012206,19.50533,17.74547,16.66804,16.16936,15.77003,1350,301,4,136,495530131054422016,GALAXY,0.1273315,440,51885,488
1237651272959066238,123.755050807913,49.3211348945291,19.50478,18.32207,17.93467,17.80419,17.74783,1350,301,4,137,8238210835186425856,STAR,4.354859E-05,7317,56992,4
1237651272960114906,126.076090652063,51.3372995625754,19.59477,18.21048,17.30137,16.84551,16.5048,1350,301,4,153,497787153498007552,GALAXY,0.1098589,442,51882,507
1237651272959131832,123.718470979615,49.5773135037985,19.54895,18.28069,17.51321,17.04142,16.74587,1350,301,4,138,495538927147444224,GALAXY,0.1581431,440,51885,520
1237651272959197207,123.97862312349,49.6694179940138,19.24242,17.22957,16.18328,15.68446,15.30977,1350,301,4,139,4152362375612178432,GALAXY,0.1026336,3688,55273,158
1237651272960311301,126.366434907433,51.6502024075931,18.18797,17.18976,16.88674,16.75537,16.7201,1350,301,4,156,8220219247416025088,STAR,-0.0006690908,7301,56746,87
1237651496293630112,117.812942495266,43.5871920171139,18.4911,18.37202,18.70874,18.99179,19.39455,1402,301,4,80,9317988154647486464,STAR,5.039195E-05,8276,57067,147
1237651496293630251,117.634251654647,43.5994095301522,18.58887,17.17557,16.48242,16.10231,15.82097,1402,301,4,80,488765110886623232,GALAXY,0.0320431,434,51885,453
1237651496293826856,118.006032251239,44.0166462559607,17.48545,16.02229,15.36329,14.98947,14.72679,1402,301,4,83,4139031345421590528,GALAXY,0.03447212,3676,55186,812
1237651496293826773,117.963170656968,43.9657215884537,18.51657,16.44484,15.47413,15.01141,14.68348,1402,301,4,83,4139020900061126656,GALAXY,0.06721833,3676,55186,774
1237651496293826752,117.992603054753,43.9367858359467,18.97514,17.88254,17.22392,16.78608,16.55005,1402,301,4,83,488785176973830144,GALAXY,0.1126162,434,51885,526
1237651496293826614,117.914476912369,43.9718419926058,18.52784,16.70959,15.849,15.41533,15.15448,1402,301,4,83,488787375997085696,GALAXY,0.06566586,434,51885,534
1237651496293761157,117.814918426936,43.9060361425454,19.02532,18.11144,17.78015,17.64654,17.59637,1402,301,4,82,7177653243891130368,STAR,0.0002696376,6375,56323,150
1237651496293761114,117.948883239758,43.7979911955848,18.78783,17.69392,17.33765,17.21887,17.17516,1402,301,4,82,488784077462202368,STAR,8.177678E-06,434,51885,522
1237651496294547472,119.108706733399,45.3341594753233,19.56568,17.61753,16.74295,16.31525,16.00004,1402,301,4,94,491021583591172096,GALAXY,0.05069614,436,51883,470
1237651496294482235,119.084107063445,45.3022748070845,18.85332,17.04865,16.18258,15.77393,15.44076,1402,301,4,93,491021308713265152,GALAXY,0.05078683,436,51883,469
1237651496294482192,119.157352290553,45.2027341234307,17.65381,16.10345,15.28567,14.82513,14.48258,1402,301,4,93,491023507736520704,GALAXY,0.06288115,436,51883,477
1237651496294416572,118.918798332193,45.1021017547681,18.96231,17.74796,17.3116,16.95873,17.07346,1402,301,4,92,491013062376056832,GALAXY,0.04968997,436,51883,439
1237651496293957862,118.213783577467,44.264553986044,18.48539,16.55388,15.64185,15.20063,14.87425,1402,301,4,85,490966058253969408,GALAXY,0.06858094,436,51883,268
1237651496293957861,118.197867070003,44.2497061586808,17.55594,15.54977,14.61375,14.15305,13.82763,1402,301,4,85,4139040691270426624,GALAXY,0.06780006,3676,55186,846
1237651496293892490,118.080129082307,44.0431336046652,19.09625,17.44763,16.76829,16.35761,16.12992,1402,301,4,84,490962484841179136,GALAXY,0.06646752,436,51883,255
1237651496293892406,118.218115390024,44.08689680151,19.09723,17.51076,16.64287,16.18639,15.85804,1402,301,4,84,490960835573737472,GALAXY,0.09329747,436,51883,249
1237651496294678662,119.531181787376,45.5067405193707,19.40293,17.43163,16.48956,16.0247,15.65617,1402,301,4,96,491032303829542912,GALAXY,0.05238771,436,51883,509
1237651496294678544,119.381884954128,45.5848454641541,18.70271,17.48955,17.02476,16.84261,16.75427,1402,301,4,96,491015261399312384,STAR,7.037736E-05,436,51883,447
1237651496294482218,119.107383807467,45.2504197620279,18.44156,17.11085,16.47985,16.1005,15.82679,1402,301,4,93,491022133346985984,GALAXY,0.05087606,436,51883,472
1237651496294482155,119.096763499788,45.1799629020126,18.37748,16.90637,16.25471,15.85531,15.56338,1402,301,4,93,491023782614427648,GALAXY,0.05046733,436,51883,478
1237651496294416470,118.945066345062,45.1141954571579,17.63588,15.82154,14.89147,14.39759,13.97256,1402,301,4,92,491012512620242944,GALAXY,0.04955174,436,51883,437
1237651496294416432,118.870387933315,45.0934781883616,18.7701,17.8262,17.51434,17.39365,17.38014,1402,301,4,92,4139056634189029376,STAR,0.0002557606,3676,55186,904
1237651496294285410,118.716505369846,44.919518436441,18.46549,17.13699,16.63354,16.32363,16.23611,1402,301,4,90,491011962864429056,GALAXY,0.04551146,436,51883,435
1237651496294220024,118.683723208134,44.6816546856063,18.96886,17.59386,16.72565,16.28516,15.97241,1402,301,4,89,7180005647676579840,GALAXY,0.1535506,6377,56243,516
1237651496294154603,118.463825865444,44.6474892588154,19.49296,18.19299,17.65882,17.32569,17.23819,1402,301,4,88,490954788259784704,GALAXY,0.06698033,436,51883,227
1237651496294023397,118.252039088901,44.3389921699838,19.36862,17.71832,16.94611,16.51644,16.24557,1402,301,4,86,7192260255631253504,GALAXY,0.06874616,6388,56309,42
1237651496294023315,118.356384185833,44.4050384827002,17.71843,16.80586,16.5299,16.41602,16.37861,1402,301,4,86,4139028046886707200,STAR,-0.0008173029,3676,55186,800
1237651496293957712,118.153268254362,44.278475596103,17.05276,17.32744,17.78242,18.10871,18.39612,1402,301,4,85,4139029146398334976,STAR,-0.0003835374,3676,55186,804
1237651496294744654,119.594440694834,45.742413462267,18.98522,17.87842,17.29412,17.01864,16.80296,1402,301,4,97,491038351143495680,GALAXY,0.05197171,436,51883,531
1237651496294809875,119.624543254958,45.9422904230615,18.41135,17.18421,16.66643,16.35184,16.18073,1402,301,4,98,491038626021402624,GALAXY,0.07119881,436,51883,532
1237651496294875479,119.786419110989,46.0502256475316,18.89776,17.2074,16.39396,15.93855,15.65676,1402,301,4,99,491047422114424832,GALAXY,0.06065759,436,51883,564
1237651496294940738,120.020150593623,46.0751824099314,17.28942,15.97314,15.96043,16.00922,16.05518,1402,301,4,100,491062540399306752,STAR,-5.4575E-05,436,51883,619
1237651496294940871,119.818822267504,46.1276804647793,19.53689,17.86629,16.99845,16.54804,16.20877,1402,301,4,100,493223355642570752,GALAXY,0.06052809,438,51884,288
1237651496295006496,120.157432371054,46.2031536054644,18.38304,16.87179,16.14598,15.7468,15.54329,1402,301,4,101,4150226574191337472,GALAXY,0.07241606,3686,55268,580
1237651496295334126,120.525437540876,46.8512911424678,19.51539,18.04464,17.39379,17.00343,16.77329,1402,301,4,106,493196967363504128,GALAXY,0.06339995,438,51884,192
1237651496295137532,120.373217992641,46.4397047075597,19.58522,19.29664,18.93942,18.72482,18.28911,1402,301,4,103,493217858084431872,QSO,0.3154214,438,51884,268
1237651496294875340,119.793262559401,46.0764994017738,18.33978,17.15199,17.0718,17.08453,17.16213,1402,301,4,99,491048246748145664,STAR,3.146599E-05,436,51883,567
1237651496294875341,119.78515331526,46.0719922387312,18.15106,16.28356,15.30887,14.83342,14.42042,1402,301,4,99,493222531008849920,GALAXY,0.05844361,438,51884,285
1237651496295006439,120.084393277,46.1747015939804,19.5733,17.9246,17.11237,16.71408,16.43235,1402,301,4,101,491062815277213696,GALAXY,0.06108887,436,51883,620
1237651496295006449,120.077249658293,46.1867586564602,18.39157,16.39702,15.48865,15.04582,14.71935,1402,301,4,101,493223630520477696,GALAXY,0.06076415,438,51884,289
1237651496295465194,120.935091902387,47.1336075316835,18.94016,17.08686,16.0385,15.56702,15.16765,1402,301,4,108,493263487816984576,GALAXY,0.1109459,438,51884,434
1237651496295596347,121.091377847257,47.4259424350929,18.4013,16.95045,16.19178,15.7731,15.49784,1402,301,4,110,493272833665820672,GALAXY,0.1119252,438,51884,468
1237651496295661797,121.181702826413,47.5244947100832,18.77629,17.47097,16.84438,16.42188,16.26925,1402,301,4,111,493271459276285952,GALAXY,0.1000594,438,51884,463
1237651496294940903,120.058946179407,46.0425897476642,18.57932,16.58856,15.67172,15.22984,14.88485,1402,301,4,100,493222256130942976,GALAXY,0.06237805,438,51884,284
1237651496295006520,120.156788496286,46.2160920714624,18.82884,18.08065,17.40595,17.03202,16.88794,1402,301,4,101,8308162859776319488,QSO,0.23883,7379,56713,536
1237651496296120363,122.070973183945,48.3395720956604,19.12147,18.19221,17.89859,17.63742,17.56116,1402,301,4,118,493289326340237312,GALAXY,0.05637363,438,51884,528
1237651496295727202,121.361905234718,47.7004751321353,18.54012,17.1944,16.6923,16.49331,16.41452,1402,301,4,112,493276681956517888,STAR,-0.0001052952,438,51884,482
1237651496295334181,120.747654142278,46.8871105727318,19.30462,18.03198,17.38142,16.99391,16.76877,1402,301,4,106,493192569316993024,GALAXY,0.105962,438,51884,176
1237651496295399594,120.771511793164,47.0475055206272,17.56989,16.54822,16.21433,16.07922,16.0452,1402,301,4,107,8246192189136150528,STAR,-0.001157196,7324,56935,368
1237651212823298317,257.548309902103,60.4498099486666,19.45082,17.63634,16.63568,16.21302,15.85456,1336,301,4,42,395191445494982656,GALAXY,0.123389,351,51695,2
1237651212288786656,260.10150446607,55.2141822249477,18.90198,17.57152,16.89215,16.48283,16.18618,1336,301,3,78,413259725140944896,GALAXY,0.07206996,367,51997,198
1237651213362266383,261.34776111704,56.0542667541541,19.57222,18.49788,18.5207,18.54478,18.60561,1336,301,5,74,413356482164189184,STAR,-0.0006038857,367,51997,550
1237651212823036043,257.295751686477,60.9941092161792,18.45201,17.2969,16.8811,16.70794,16.64241,1336,301,4,38,395221132308932608,STAR,-0.0004505953,351,51695,110
1237651213362331695,261.33118614101,55.8996885561014,19.01623,17.83426,17.77913,17.8292,17.90593,1336,301,5,75,413356207286282240,STAR,-0.0001723815,367,51997,549
1237651212823494770,257.917363038481,59.9956257977188,15.91569,14.59359,14.02314,13.70288,13.51253,1336,301,4,45,397581509030078464,GALAXY,0.01674916,353,51703,505
1237651212823036156,256.989498001786,60.9901577651024,15.57266,13.76512,12.92251,12.50295,12.25085,1336,301,4,38,395220307675211776,GALAXY,0.01133609,351,51695,107
1237651212825395479,260.346993920705,55.8765386982004,19.59696,17.52551,16.4298,15.97229,15.604,1336,301,4,74,413342738268841984,GALAXY,0.1397839,367,51997,500
1237651212825591863,260.818639411395,55.4857283770858,18.18372,17.10875,16.72512,16.55958,16.52977,1336,301,4,77,413254502460712960,STAR,-0.0004174864,367,51997,179
1237651212824477722,259.488331937892,57.9265294463478,19.50608,18.39013,17.97554,17.82635,17.83661,1336,301,4,60,399841831484942336,STAR,-1.149575E-05,355,51788,536
